,Tweet,HS,Abusive
9520,2045 indonesia prediksi negara ekonomi besar no 4 dunia era milik generasi muda kesiap amp bekal kompetensi kuat generasi muda pasuk era ekonomi digital revolusi industri ge,0,0
9521,foto hit kalang muka agama,0,0
9522,guna guna guna ya harga tani sedia men supply indonesia ya harga gabah tani beli tengkulak lambung langka makan ambil bijak stabil,0,0
9523,guna badan titit huhu,0,1
9524,presiden joko widodo sistem izin usaha integrasi online online single,0,0
9525,hasan al bashri ulama akhlak kaum mukminin utama maaf az zuhud imam ahmad 1 287,0,0
9526,presiden tinjau acara ada direktorat jenderal bea cukai tema silaturahmi presiden ri guna fasilitas pabean luncur izin online selasa 27 maret 2018,0,0
9527,guna juni trio bangsat deh,1,1
9528,pertamina rugi garuda rugi usaha listrik negara rugi kau rugi badan usaha milik negara rugi rugi rakyat indonesia pimpin orang dungu rugi massal,1,1
9529,guna guna ahok pilih kepala daerah daerah khusus ibukota sembako kalah telak 16,0,0
9530,rt guna guna guna iya rakyat adu domba jokowi perintah partai,1,0
9531,guna guna guna guna guna guna guna guna guna guna guna sunat titit kalah anjing ahok hehe,1,1
9532,guna guna terima kasih guna jaga pancasila 32 ancam bahaya laten komunis,0,0
9533,bukti sahabat sejati putra mantan presiden putra presiden moga abadi abad usia kupon nya,0,0
9534,guna rakyat indonesia juta cari ganti jokowi bingung otak buntu nih cebong,1,1
9535,lagu bangsa yunani 158 bait 19 depp bahasa jerman idiot,0,0
9536,moga lancar mayoritas pilih jawa timur saifullah yusuf gus ipul gubernur provinsi jawa timur,0,0
9537,tangkap unggah obrol mesum rekayasa rekayasa kelompok kiri pesan sih kiri tuju kuasa sih kiri lengser jokowi,1,0
9538,guna manusia homo anjir,1,1
9539,a tenang suka telat,0,0
9540,tokoh presiden 3 ri baju habibie ketua dewan bina golkar aburizal bakrie hadir,0,0
9541,minggir jalan turun eh maju jorok bego,1,1
9542,guna guna rakyat rakyat rakyat figur guna teriak anti asing asing pro asing asing kubu oposan banyak minum oplos iya mendem,1,1
9543,tolol kelompok anjing,1,1
9544,myanmar mayoritas islam tindas bunuh muslim jihad jihad harta,1,0
9545,anies foto ahok nista agama uniform resource locator,1,0
9546,guna gara gara tuan guru bajang terang benderang kerja niat maju bangsa susul adik yusuf isu asing guna,0,0
9547,goblok banget nih main screenshot cerita instagram cowok habis sidang skripsi haha caca bego banget panik asli x98 x98 x98 x98,0,1
9548,sabar tunggu 2019 kebelet ya prabowo,1,0
9549,panitia khusus dewan wakil rakyat hak angket divestasi freeport buta divestasi freeport skema kredit perban modus keruk rente rezim logistik pilih presiden kaya oknum kuasa,1,0
9550,guna asing try testimoni haha,0,0
9551,suka monyet,0,0
9552,bacot sakit orang mending cermin,0,1
9553,rt guna kakak nak kahwin malas mak pakwe malas mak cari pakwe kawan lelaki k x80,0,0
9554,berita lucu akrobat politik gerus elektabilitas presiden jokowi,0,0
9555,guna undang undang,0,0
9556,deklarasi pilih kepala daerah 2018 aman anti hoaks pb jabon,0,0
9557,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna tutup badan pakai taplak buru,0,0
9558,guna bicara pakai alam universitas universitas katolik larang taung organisasi mahasiswa katolik uang usaha tengah pakai fasilitas kampus giat open recruitment promosi universitas islam,0,0
9559,polisi selidik asma kait sih anies sandi kait ramai nih gubernur hasil sebar benci uniform resource locator,1,0
9560,tomohon pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah tenang,0,0
9561,guna guna ooo islam nusantara qiyas hindu nusantara,0,0
9562,cek komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur sah komisi berantas korupsi periksa gubernur sumatra,0,0
9563,lalat serangga temu bangkai tempat sembunyi,0,0
9564,guna guna guna pro rakyat asing,0,0
9565,berengsek anjrit sial benci jahat,1,1
9566,ahok cipta bara api rakyat pribumi tionghoa balut fobia ahok kafir racist,1,1
9567,buya yahya salah ulama nu lurus tukar agama uang pangkat duduk suara buya yahya suara benar,0,0
9568,guna guna guna madinah negara pimpin rasulullah lanjut khulafaur rasyidin bukti rasul kirim surat negara janji negara atur ekonomi masyarakat jihad lawa,0,0
9569,ph for all ideologi agenda sarang kubang dalam liberal sekuler syiah ah evangelis humanis ateis finis free thinker murtad lgbt islamis makhluk spesies join,0,0
9570,bicara oke debat ahok langsung kuat goblok,1,1
9571,guna guna calon presiden kalang asing asing teman teman media dukung ramai ramai tolak khawatir jahat main kotor negeri reklamasi jakarta,1,0
9572,guna kunyuk nih orang kasih kendor nih ciduk,1,1
9573,guna menang anies sandi batal hukum,1,0
9574,guna bilang nabi sunnah amal relevan relevansi sunnah mudarat next mana onta sesuai hasanah lokal mudarat ya amal,0,0
9575,guna bangsat kuadrat ya,1,1
9576,lapor ganjar djuju purwantoro bang jafar bang jafar dukung anies sandi daerah khusus ibukota sila simpul arah lapor ganjar baca puisi karya gus mus,0,0
9577,guna guna guna damai untuk agama untuk agama kitab suci alquran an orang kristen taat urus muslim muslim taat hormat,0,0
9578,allah dunia manusia cinta benci sadar ber agama kecuali cinta barang sadar ber agama allah cinta nya a,0,0
9579,rt guna admin dendam admin tolol,1,1
9580,guna sa upil onta x98 x82 x98 x82 x98 x82,1,1
9581,guna mungut mana orang tampang cebong aku ulama muda,1,1
9582,ya tunggu jalur nya lengser jokowi jokowi end,1,0
9583,guna rakyat indonesia lihat azab poltak mulut bangkai pelihara,1,1
9584,putus hati cakap terkadang bodoh tah,0,1
9585,ya allah barel barang duga bom merinding asli ya allah takut beli dimsum bayang jadi x98 x98,0,0
9586,klaim bani bong toleran pancasilais bineka aktivis islamis yaelah dasar tutup botol penyok x98 x82,1,1
9587,guna guna tuju presiden partai adil sejahtera,0,0
9588,janji buka 10 juta lapang kerja atur presiden mulus tenaga kerja asing janji swasembada pangan 3 impor beras garam janji turun harga bahan bakar minyak tarif dasar listrik bahan bakar minyak tarif dasar listrik din,0,0
9589,maaf mana letak martabat amp wibawa negara daulat guna guna guna guna guna guna guna guna guna guna,0,0
9590,rt guna penjara nista agama guna turun hypertext transfer protocol over secure socket layer t co,1,1
9591,besok prabowo calon presiden teriak teriak indonesia percaya ya pakai isu sara nih,1,0
9592,guna tau valak tai banget,0,1
9593,sih banci bikin sensasi nih uniform resource locator,1,1
9594,rt guna jabat bikin kampung anies sandi guna rusuh kerja orang,1,0
9595,jahat anak orang begini haha kali jahat anak orang ribu kali jahat titit sinting ya,1,1
9596,guna guna melayu hidang daging lembu tetamu hindu sensitivitas,1,0
9597,guna guna menteri agama urus teroris islam orang gus mus buang islam,1,0
9598,lupa besok pagi sidang dadar haha anjir anjir mampus,0,1
9599,guna guna guna guna guna paham jawa timur nasihat gubernur mas buruh pabrik sayang potensi mas,0,0
9600,lengser jokowi megawati lengser ahok lengser ahok padam lilin nusantara,1,0
9601,bantu lengser jokowi,1,0
9602,guna kuat fitnah menteri agama lgbt haram lebai fitnah suci manifesto ph stabil harga minyak next generation network subsidi harga minyak tanggung raja,0,0
9603,bengkal tuan rumah pekan ilmiah olahraga seni mahasiswa 3 000 mahasiswa kampus islam riau pulau riau,0,0
9604,guna calon calon marah bos langsung resign cupu,1,1
9605,favorit kerjain tugas bux kupon gratis teman x98 sok lucky tugas plus curhat pokok pulang pas telepon x98 x82 makan mi ayam rica jajan mi goreng,0,0
9606,cocok apa hadap benteng bahagia sentuh guna guna guna guna guna guna guna guna guna guna guna,0,0
9607,serang wa wa cebong,0,1
9608,guna cebong kacung dungu tulang rusuk,1,1
9609,guna korea pop e bom ta,0,0
9610,guna jokowi motor listrik produsen motor langsung lirik papua presiden joko gue,0,0
9611,guna berengsek adik ku cebur tertawa,0,1
9612,unjuk indonesia tuntut lengser jokowi,1,0
9613,guna guna bantah iman allah subhanahu wa taala iman biadab wajib lopor buang islam,1,1
9614,guna guna bani cebong girang,1,1
9615,kriminalisasi ulama,0,0
9616,guna asalamualaikum ya video hina presiden angkat indonesia lawyers club biar tau adil terima kasih wassalammualaykum,0,0
9617,guna guna guna guna rapi jakarta sakit hati pura pura diam calon presiden pikir asing,1,0
9618,guna tai banget dit,1,1
9619,lae ferdinan cocok jokowi lengser trotoar tengah jalan seruduk dua lo,1,0
9620,ilmu ajar buruk akhlak ajar bekal anak anak ilmu tahu akhlak tuan guru bajang zainul,0,0
9621,jelek berengsek mampus,1,1
9622,rt guna banget duduk kontol kayak tusuk nusuk perut kuda duduk hypertext transfer protocol over secure socket layer x80,0,1
9623,temu ulama jabar presiden jokowi ajak ulama perintah sejuk suasana jelang pilih kepala daerah serentak 10 4 18,0,0
9624,yusuf mansyur masuk lingkar istana rezim musibah umat islam khianat urus dunia,0,0
9625,negara kirim tenaga kerja indonesia negara indonesia larang tenaga kerja asing masuk perintah perhati lindung tenaga kerja lokal guna,0,0
9626,guna guna mesti fahri hamzah kasih kerja bawa tas presiden cocok iya guna,1,0
9627,guna guna haha tulang orang batak mana tulang manusia orang batak kali luhut binsar panjaitan orang batak orang tionghoa sesat batak murtad,1,1
9628,guna gera instan peluk hapus stigma negatif wanita cadar sifat insidental bom teroris pret x92,1,0
9629,salah problem dasar umat islam dunia miskin,0,0
9630,guna mohon blokir akun provokatif pecah belah akun bayar antek dolar cc guna guna guna,0,0
9631,guna guna guna usir rohingya indonesia rohingya nista gadis buddha myanmar,1,0
9632,guna oknum kali pendeta rahib agama jarang dengar sih buddha hindu klaim sempurna bawa damai heboh heboh masuk pindah agam,0,0
9633,asing lini x98,0,0
9634,guna guna tiru nabi lajur utama onta lajur kiri mobil motor,0,0
9635,guna guna perintah sepele intelektualitas rakyat,1,0
9636,pikir ngilu sumpek push rank kalah anjing,1,1
9637,guna hati hati dalam rakit bom,0,0
9638,moga guna kembang pesat,0,0
9639,kemarin sengaja masuk kedai kopi sih empunya orang tionghoa jajan beda alih alih kerja usaha segenap terka simpul aura peng,0,0
9640,kader guna fitnah jokowi antek komunis contoh guna tau main isu partai komunis indonesia uniform resource locator,1,0
9641,guna guna guna kodrat pecun dang pintar cari alas x98 x82,1,1
9642,guna iya sih x98 x82 habis baca baca sejarah kelam bangun kota tua sedih banget bantai kaum tionghoa tragedi 98 pikir 98 orang indonesia kej,0,0
9643,surat pemberitahuan tahun tunggu 2019 lengser kata guna hancur negeri guna presiden,1,0
9644,baik partai partai koalisi dukung jokowi pakat salah 1 metode calon wakil presiden jokowi tugas lembaga survei reputasi ukur tingkat elektabilitas pasang jokowi serah 2 3 atas,0,0
9645,novel komisi berantas korupsi sandi aman novel usut wakil gubernur sepupu guna usut kasus anies,1,0
9646,berengsek wondo joni bahas pekan tonton cctv,1,1
9647,guna fitnah front bela islam pecah ulah ahoker elektabilitas ahok tinggal 10 kelojot majelis ulama indonesia nu muhammad,1,0
9648,penjara cina kafir ateis ahok pimpin babi tukang korupsi,1,1
9649,guna guna bilang anjir potong batal,1,1
9650,guna guna guna agama bilang kafir kafir korupsi peluk islam korupsi bilang oknum dasar bau busuk mulut,1,1
9651,algaka pilih kepala daerah kalimantan timur 2018 tumbang komisi pemelihan rau,0,0
9652,guna jancuk bicara manga sambung lagu jakarta wota,0,1
9653,guna guna mampus guna,1,1
9654,24 jam buta budek percaya sip,0,0
9655,politis bangsat lomba siasat sesat pikir rakyat ber posisi oposisi bejat fanatik giat rakyat penat politis jerawat pantat monyet,1,1
9656,guna kampung banget,1,1
9657,guna tawar mulu onta,1,1
9658,antena ulang gue aku jilat prabowo tau jokowi keok 2019 uniform resource locator,1,0
9659,tentara nasional indonesia gerak partai komunis indonesia bangkit rajalela lengser jokowi gagal total pimpin indonesia uniform resource locator,1,0
9660,orde din syamsuddin amien rais amien muazin teriak teriak presiden ganti imam nya orang ucap din syamsuddin bukti,0,0
9661,guna 27 warga jawa dengar forum umat islam satu usir arik pilih kepala daerah jawa hanbok usir arik telur ben kenyang nek ngelih sok bodoh,1,1
9662,jokowi pimpin buruk sih raja utang ahli citra maling kampung jago bohong opresif anak partai komunis indonesia jongos cina komunis,1,1
9663,topi,0,0
9664,guna suka buang sampah sembarang,0,0
9665,maksud bukti korupsi nista agama nya ya om bangsat tai maaf gue pakai bahasa babi ahok,1,1
9666,guna awas ya mama gue restu kunyuk papa,0,1
9667,guna guna dasar cebong angkat mati,1,1
9668,ulama ahli tafsir sembelih hewan sembelih hewan kurban salat idulfitri,0,0
9669,guna video klip penuh bokong x98 x82 x98 x82 x98 x82 x98 x82,0,1
9670,guna bogel kunyuk hehe,0,1
9671,guna guna jaman anies cebong akibat saham bir hapus x98 x81 x98 x82,1,1
9672,guna guna atur salah ya biar lapor agama sebut singgung 5 agama,0,0
9673,guna otot atribut nusantara islam atribut tohok jantung ide liberal syiah komunis x98,0,0
9674,akun komunis ateis berani muncul bak jamur musim hujan rezim jokowi rezim ya miris,1,0
9675,guna guna guna guna guna 1 heran orang orang auliya al almaidah 51 ulama pimpin kekeh bilang arti pimpin,1,0
9676,guna kristen nusantara hindu nusantara buddha nusantara katolik nusantara protestan nusantara khong hu nusantara nusantara koes plus wkwk wkkk,0,0
9677,guna rezim istimewa tanah hancur,1,0
9678,salat jumat rajawali citra televisi indonesia takjub radikal banget sentuh hati banget takjub khotbah nya rasul silaturahim orang yahudi sampai oke banget,0,0
9679,huawei 2025 86 persen usaha operasi global adopsi cerdas buat ai,0,0
9680,indonesia mundur pimpin jokowi uniform resource locator,1,0
9681,guna bantu an memek mbak,0,1
9682,guna guna guna guna guna guna guna guna guna guna guna haqqul dukung prancis hasil survei menang kroasia x98 x80 x98 x81,0,0
9683,solusi 2 1 lengser jokowi 2 khilafah,1,0
9684,koordinasi kuat massa muslim kepung duta myanmar usir duta orang buddha biadab indonesia,1,1
9685,guna guna mampus iya marah hyung 13 gue wkwk,1,1
9686,guna guna tumben om ustaz on nooopst bawang asing x ya,1,0
9687,guna antek asing komunis kapitalis,1,0
9688,rt guna munafik hati benci ya benci sok damai damai gue viking anjing,0,1
9689,guna ubah biu orang munafik asa tau tameng bahagia pikir bahagia habis mending tidur,0,0
9690,amat universitas negeri padjadjaran kritik prabowo jokowi blunder guna guna uniform resource locator,1,0
9691,deputi gubernur bi dody budi waluyo percaya investor masuk portofolio domestik tingkat pasca naik peringkat utang moody si investor service,0,0
9692,coy nih kacrut sedia guna guna,1,1
9693,kabur datang ulama jama ah ya tembak gas air mata arah ulama jama ah babi buta ya diam ulama fitnah teror habis an ya,1,0
9694,guna mari cinta produk bantu produk saing pasar global moga menang gubernur sumatra utara jadi sumatra utara bidang adang,0,0
9695,guna guna hayo ayo bajing x98 x82 x98 x82 x98 x82,1,1
9696,rt guna setan siang siang teman kayak setan ajak makan titip,0,1
9697,besok prabowo calon presiden teriak teriak negara satu republik indonesia harga mati percaya ya,1,0
9698,guna iya anjir bolot budek,1,1
9699,gubernur bank pecah uang cetak wajah guna,0,0
9700,paul pogba selebrasi gol dengar tiru suara monyet uniform resource locator,0,0
9701,guna anjir kenapaaa mencret maksud,0,1
9702,rt guna lupa guna dukung nista agama ahok uniform resource locator,1,0
9703,rt guna jokowi ahok hater dukung prabowo,1,0
9704,guna cebong dungu uniform resource locator,1,1
9705,rt guna eh oi rakyat susah sih zon teman dewan wakil rakyat situ waras oi makan micin,1,0
9706,tahan paksa tuduh beda keri rezim jokowi uniform resource locator,1,0
9707,guna guna guna guna bangsa cebong bangga buat kaos logo paham kampret aku bangga,1,1
9708,kondisi mana khawatir sih senang senang babi nama,0,1
9709,sikap orang iman selamat ingat maulid nabi muhammad saw,0,0
9710,menang pilih kepala daerah milik tahu contoh ya simak deh video,0,0
9711,7 untung freelance writer guna,0,0
9712,guna guna bani kampret dungu kontrak stop sanggup gaji ribu karyawan nya sanggup beli alat super canggih gali emas ujung nya iya perintah,1,1
9713,guna guna guna kitab suci agama koh nali,0,0
9714,guna guna guna guna kecoa ya kayak banyak rem septic tank bacot doang congor sih joko,1,1
